,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,SIGN
0,0.24314614023115524,0.3223175378240373,0.4058897451597268,0.5327843589660938,0.6536202465339463,0.7548794869823541,0.45808531637255046,0.46891724534081025,0.4657124647387407,0.41682565586417264,0.35866668875803276,0.29977502985296933,0.37145142238551854,0.3308189674393833,0.2897341522176691,0.22252974346526783,0.4338388072346684,0.18598012507844927,0.17907149079617976,0.16264865995463784,0.18000103585915928,0.21646668731203664,0.3036176805583808,0.3944954305156093,0.14469495066725002,0.08834501708455096,0.07569693211554501,0.07939092247051203,0.14078532030106475,0.031770396558227755,0.08365815979952619,0.17953162732850206,0.17068333381936118,0.09960374472096639,0.12956603572233877,0.19141974505195425,R
1,0.25866432263548955,0.3484860372969227,0.4477463735343561,0.5330350076379866,0.6654539956351312,0.7730101199363278,0.5412651387964316,0.6676720407353532,0.7670938161582161,0.5120137918650688,0.4059283127147891,0.31202836897561664,0.4483936814239299,0.38320498085281696,0.3134364464060929,0.26965706540319345,0.43908736240043994,0.4225438053343958,0.11970723182559224,0.12172466415696712,0.2143643183899277,0.19604107685587985,0.2789743238640607,0.3706945252664236,0.160978413852644,0.17148092689521327,0.2724644895087467,0.36544409661177024,0.143807298658553,0.08724688072616357,0.04589826339362835,0.1456703845099907,0.18237645261247432,0.119401209296659,0.12945788998463223,0.18378572695381787,R
2,0.28369936166220355,0.3889139156881393,0.49236486236674504,0.6421530258605179,0.7819373186271611,0.9008214111320482,0.6802853455983977,0.8343152265028633,0.9675048381625482,0.6252100339018161,0.4915508109146019,0.3795531001145802,0.4868583345120485,0.4031197212561069,0.3355462088576639,0.2895289016779945,0.48171629191417703,0.5280106459370771,0.1857067908394265,0.2401147761655471,0.1854759897895604,0.2331801922853533,0.3443274143249033,0.4555158158105373,0.16004986038007726,0.25610121663661545,0.3959846957943635,0.5287625870183326,0.17242354396241424,0.18795200262710787,0.061742287678246036,0.13280256025729867,0.23470602661057272,0.1673347426270742,0.18712820392780707,0.2515917523319527,R
3,0.06918039764354537,0.09069261234021113,0.10183957127788737,0.11663269444380221,0.1106350183976835,0.09784929940197071,0.11315573751350466,0.1064481990036866,0.09288408468102026,0.10844317002410651,0.1005013227717368,0.08702992561723157,0.10150958709833521,0.09594077220725437,0.08437502205368179,0.040784359050038424,0.02954495257966168,0.025770410853804306,0.02082070077843887,0.02281434243048331,0.029705674791333,0.019303524401472982,0.013255716504515581,0.013628574780385152,0.026342184858483313,0.015120820234685927,0.016768650786569025,0.019206565971639993,0.031942960976081895,0.022943177148897435,0.02574137032682777,0.02811475076981581,0.0473458341338999,0.035028311735014556,0.03776842269449267,0.04036874814832084,R
4,0.31222130447797575,0.36883591062117094,0.3544740845239014,0.5608425053493807,0.7002411815587288,0.7960404843582997,0.5617803326355096,0.7075190124941616,0.8219656133628103,0.4649214248091075,0.35210389106586043,0.2552093095177925,0.3550664096726193,0.2706603833055716,0.1937424103503339,0.15743845517581478,0.43316119571554007,0.4824321258137036,0.12610479657777254,0.15489927335179096,0.17962210524590805,0.27536386835886,0.3939805873979482,0.483603755006298,0.14157405400507428,0.2571684805695854,0.3878977467394466,0.4985834168949618,0.11219473407515558,0.12686453765632572,0.028026712801035077,0.10814971240262163,0.11476980785702727,0.036160706500917184,0.09152199652091256,0.17839996141051748,U
5,0.37467547366238374,0.4029171619259689,0.3332394166498392,0.6006128202039073,0.6972294533612219,0.782953365030639,0.5587041453918723,0.6773994957772697,0.775609554853896,0.41817774755609416,0.32047937711257973,0.23935274206723617,0.32708735963087093,0.2697447545987318,0.20456205183955398,0.1608725951424183,0.35729346225989284,0.39780751934028885,0.10395628229933813,0.06984277807084693,0.1707313867056369,0.30100445530549536,0.38747627303151533,0.46867741591221396,0.0918008195171281,0.24085288696340404,0.3553315121394214,0.4520338814766595,0.02138951020804431,0.09336933877903517,0.06738955352719594,0.11899048797584509,0.11016917648828731,0.06682027964584694,0.08937654807878812,0.1426235035118754,U
6,0.27406061180140023,0.3576550902163488,0.37892634305306777,0.4164921948828506,0.4346575522344487,0.43421833512964875,0.5265966050447816,0.6670325871617934,0.8048709170105222,0.49915393295672816,0.45243202444059305,0.4247728830956069,0.3692877475120861,0.2844054496640976,0.22990392752352792,0.12651015654438036,0.11048691068118538,0.47343411869611657,0.13981602995328427,0.21934781243943396,0.12846191667884624,0.11954342220182783,0.11802703868923071,0.11006665397760343,0.11703387276953127,0.1983215442454033,0.32290558369471295,0.4553253061741824,0.12965292736486167,0.17711912533487495,0.16549969107701393,0.17188033278223136,0.16255844985016737,0.17769973622366028,0.24481815312065788,0.3184862126854028,U
7,0.29734845728868675,0.28896634518710484,0.22287287965600086,0.4669218259300373,0.5451571727971705,0.6135520489708537,0.42022838723287775,0.5271347087143707,0.610801617569349,0.2982279622649004,0.2313227051970546,0.1764871253403881,0.2033611770622578,0.16203472849591272,0.12908199629469946,0.1817838911991176,0.2929265461520809,0.3398157997899731,0.11291862804709654,0.1263682394941563,0.18610455600975256,0.2835530893485157,0.3506127094691656,0.41410713599416854,0.10452532244674695,0.2188265259853735,0.31978474794529604,0.40162689882029423,0.02700263422222924,0.08029771896603144,0.07338179684355829,0.10447788103735547,0.10378311657459775,0.09245554405049082,0.1276305668258715,0.16559720824260402,U
8,0.32497209063945826,0.3202323943311993,0.26301273431389516,0.5127211377665548,0.6007769762396712,0.6776058235896583,0.4686913233250064,0.5838735748342933,0.6771593743595384,0.34691110970748373,0.2744408104031286,0.2037648949226772,0.2526346605619558,0.20312143336530508,0.1511844086561662,0.18901779149319908,0.32223511598040855,0.36933240163301345,0.08561118717002801,0.08617188630908339,0.19098295950194788,0.29862221770313896,0.37430040620168353,0.44489812357612024,0.10583020765094231,0.2318332132824694,0.34158105899599656,0.4325092945745355,0.026460193750260142,0.08991440158743132,0.06171635066603259,0.09171907052385833,0.09816459933051616,0.06516357743389285,0.09369561395049093,0.13866157609342325,U
9,0.3159651539757715,0.31461957901702725,0.24494883701620573,0.48736595069358196,0.5602731643259239,0.6274614524887459,0.43420026700977365,0.5342700989472062,0.6165361599792507,0.3166572562710184,0.2571732177615275,0.20177348946015614,0.23338844807085604,0.18921746788299482,0.14150866709469473,0.18207146111765402,0.27889839818604345,0.3222378309508284,0.08062401035523685,0.0849988939249795,0.19726941183497607,0.29075888506478303,0.3510263024950691,0.412600078684704,0.10528582928695591,0.21306157569045758,0.30757668676989514,0.38835101656073584,0.014738958186300543,0.07817174287051122,0.06115780129226092,0.08344725951956335,0.10076753266750882,0.07908093736340042,0.09448247826245967,0.13223805765260072,U
